respid,intfreq,snsint2,q20,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,web1i,sns2a,sns2b,sns2c,sns2d,sns2e,device1b,device1c,device1d,cregion,sex,age,marital,educ2,emplnw,inc,party,partyln
100899,2,1,1,2,2,1,2,1,2,2,2,2, , ,2, ,1,2,2,1,4,1,20,2,2,4,1,3,1
100908,1,1,2,2,1,1,1,2,1,2,1,2, ,1,1,2, ,1,1,2,2,1,31,1,6,1,8,3,2
100909,2,1,2,2,2,1,2,2,2,2,2,2, , ,2, , ,1,1,2,3,1,70,1,6,1,9,2, 
100910,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,3,1,25,6,7,2,3,1, 
100913,2,2,4,2,2,2,2,2,2,2,1,2, , , , , ,1,1,2,1,1,62,1,5,1,9,3,1
100914,3,2, ,2,2,2,2,2,2,2,2,2, , , , , ,1,2,2,3,1,64,1,3,1,7,3,2
100918,1,1,1,1,2,1,2,1,2,1,1,2,2, ,1, ,3,1,1,1,2,1,55,1,6,1,9,3,2
100919,2,1,1,1,2,1,2,1,2,1,1,2,3, ,3, ,3,1,1,1,3,1,70,1,7,3,8,1, 
100920,4,1,1,2,1,1,1,1,2,2,2,2, ,5,1,5,3,2,2,2,1,1,50,6,4,4,2,2, 
100924,2,1,1,2,2,1,2,1,1,1,1,2, , ,2, ,3,1,1,1,2,2,47,1,8,2,9,9,9
100930,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,1,2,99,1,6,1,3,3,8
100933,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1,1,1,2,53,1,3,1,99,9,9
100935,4,1, ,2,2,1,2,1,2,2,2,2, , ,2, ,1,2,2,1,1,1,22,1,3,1,2,3,1
100937,1,2,4,2,2,2,2,1,2,2,2,2, , , , ,4,2,1,2,3,1,63,1,5,1,8,1, 
100938,2,1,1,2,2,1,2,1,2,1,2,2, , ,1, ,4,1,1,2,1,2,64,1,5,2,99,1, 
100940,1,1,1,2,2,1,2,1,2,1,2,2, , ,1, ,1,1,1,1,2,2,50,1,5,5,8,1, 
100941,3,2,3,2,1,2,2,1,1,1,2,2, ,3, , ,3,2,1,1,3,1,33,1,4,1,9,1, 
100942,2,1,2,2,2,1,2,2,2,2,1,2, , ,5, , ,2,1,2,3,2,56,1,6,1,7,2, 
100943,4,1,1,1,1,1,1,2,1,2,2,2,1,4,3,2, ,2,2,2,3,1,50,1,8,1,8,8,8
100944,2,1,3,2,2,1,2,1,2,1,2,2, , ,1, ,3,2,1,1,1,2,47,1,7,4,7,1, 
100946,2,2,3,2,2,2,2,1,2,2,2,2, , , , ,4,1,1,2,3,1,69,1,6,3,7,1, 
100947,2,1,1,2,2,1,2,1,2,2,2,2, , ,1, ,1,2,1,2,2,2,81,5,6,8,4,1, 
100948,2,1,2,1,2,1,2,1,1,2,1,1,1, ,1, ,1,1,1,1,3,1,54,1,6,4,2,3,2
100950,1,1,1,2,2,1,2,1,2,2,1,2, , ,1, ,1,2,1,1,3,1,50,1,3,5,6,4,8
100951,2,1,1,1,1,1,1,1,1,1,1,2,2,3,1,5,1,1,1,2,2,2,53,6,6,1,7,1, 
100953,3,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,3,2,75,5,5,3,6,3,8
100954,2,1,1,2,1,2,2,8,2,2,2,2, ,1, , , ,2,2,2,1,1,52,3,4,6,4,3,2
100955,1,1,2,1,1,1,1,1,2,1,2,2,4,3,1,5,3,1,1,2,2,2,66,1,7,2,8,2, 
100956,2,1,1,2,2,1,2,1,2,8,2,2, , ,1, ,1,2,1,2,1,1,46,3,3,1,5,3,8
100957,2,1,1,2,1,1,2,1,2,1,2,8, ,5,3, ,5,1,1,2,3,2,58,1,4,1,99,1, 
100958,2,2,3,2,2,2,2,2,1,2,2,2, , , , , ,2,1,2,3,1,60,1,7,1,8,3,8
100963,1,2,2,2,2,2,2,1,2,2,2,2, , , , ,1,1,2,2,3,2,73,3,4,3,2,2, 
100965,2,1,3,2,2,1,2,1,2,2,2,2, , ,1, ,1,2,1,1,3,1,57,1,3,1,6,1, 
100966,2,2,2,2,2,2,2,1,2,1,2,2, , , , ,5,1,1,2,1,2,73,1,5,2,9,3,2
100968,1,1,1,2,2,1,1,1,2,1,2,2, , ,1,3,2,2,1,1,1,1,36,1,4,1,7,3,1
100969,2,1,1,2,1,1,1,1,2,2,1,2, ,3,1,2,2,2,1,2,1,2,35,5,8,1,5,2, 
100972,1,2,2,2,2,2,2,1,2,2,2,2, , , , ,3,2,1,2,1,2,51,3,8,1,6,2, 
100974,2,2,2,2,2,2,2,1,1,2,2,2, , , , ,3,1,1,2,3,1,69,1,8,3,9,2, 
100975,3,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,3,1,22,5,6,1,9,3,8
100976,2,1,2,2,2,1,2,1,2,2,2,2, , ,2, ,3,1,1,2,3,2,60,3,4,6,3,3,2
100977,5,1,2,2,2,1,2,1,2,2,2,2, , ,3, ,3,1,1,2,3,2,73,1,3,3,6,4,1
100979,2,1,3,1,1,1,2,1,1,2,1,2,3,2,1, ,1,1,1,1,2,1,48,1,6,1,4,2, 
100980,2,1,1,2,2,1,2,1,1,2,1,2, , ,1, ,3,2,1,1,3,2,25,6,6,1,6,2, 
100981,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,3,2,1,1,2,2,19,6,3,4,5,3,1
100982,2,1,1,2,2,1,2,2,2,2,2,2, , ,1, , ,2,1,2,4,1,66,3,8,3,7,3,1
100983,2,1,2,2,1,1,2,1,2,1,2,2, ,3,1, ,2,1,1,1,2,2,69,1,7,3,4,2, 
100984,1,1,1,1,1,2,1,2,2,2,2,2,4,3, ,1, ,2,1,1,2,1,20,6,3,1,5,1, 
100987,2,1,2,2,2,1,2,1,2,1,2,2, , ,1, ,5,1,1,2,2,2,67,1,4,3,9,3,2
100988,2,1,3,2,2,1,2,1,2,2,2,2, , ,1, ,3,1,1,2,3,1,70,1,8,3,9,3,1
100989,2,1,2,2,2,1,2,1,2,2,1,2, , ,1, ,2,1,1,1,3,1,64,1,6,3,3,1, 
100990,3,2,1,2,2,2,2,1,1,2,2,2, , , , ,3,2,2,2,1,1,60,6,3,1,4,2, 
100996,2,1,2,2,2,1,2,1,2,1,2,2, , ,1, ,4,2,1,1,2,2,61,1,4,3,8,1, 
100998,2,2, ,2,2,2,2,2,2,2,8,8, , , , , ,2,1,2,3,1,61,6,5,1,3,2, 
100999,2,1,1,2,1,1,2,1,2,1,2,1, ,1,4, ,3,1,1,1,1,2,45,1,6,4,8,2, 
101000,2,1,1,2,1,1,1,1,2,1,1,1, ,1,3,3,3,2,1,1,3,2,28,6,7,1,4,2, 
101001,2,1,1,1,2,2,1,1,2,1,2,2,1, , ,2,1,2,1,1,3,1,19,6,3,1,5,3,2
101002,2,1,3,2,1,1,2,1,2,2,2,2, ,2,2, ,2,1,1,1,2,1,50,6,8,4,9,5,9
101004,2,1,1,2,2,1,2,2,2,2,2,2, , ,3, , ,2,1,2,2,2,76,3,5,2,99,2, 
101005,1,1,3,2,2,1,2,1,8,1,1,2, , ,2, ,4,1,1,1,4,2,41,1,3,1,8,1, 
101006,5,2,3,2,2,1,2,2,2,2,2,2, , ,5, , ,2,1,2,2,1,80,1,3,3,3,3,1
101007,2,1,3,1,2,1,2,1,2,2,2,2,2, ,2, ,3,1,1,2,2,2,49,3,6,1,9,1, 
101009,2,1,2,1,1,1,1,1,1,2,2,2,3,2,1,3,2,1,1,2,3,2,33,6,4,4,98,8,8
101011,8,1, ,2,2,1,2,1,1,2,2,2, , ,2, ,2,2,1,2,3,2,58,1,3,1,2,2, 
101014,2,1,1,2,1,1,2,1,2,2,2,2, ,3,1, ,3,2,2,2,4,1,26,6,4,1,4,1, 
101016,2,2,2,2,2,2,2,1,2,2,2,2, , , , ,2,2,1,2,2,1,56,1,6,1,9,3,1
101017,2,1,2,2,2,1,2,1,2,2,2,2, , ,4, ,3,1,1,2,3,1,62,1,6,3,9,1, 
101018,2,1,3,2,1,2,2,1,1,1,1,2, ,2, , ,4,1,2,2,3,2,45,2,7,1,9,2, 
101020,1,1,2,2,1,1,2,1,2,2,1,1, ,3,3, ,2,1,1,1,3,1,43,1,6,1,7,1, 
101021,1,1,1,2,2,1,1,1,2,1,2,1, , ,1,5,1,2,1,1,3,1,22,6,3,1,4,3,2
101022,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,23,6,6,2,2,2, 
101023,1,1,1,2,2,1,2,1,2,2,2,2, , ,1, ,3,1,1,2,2,1,47,1,8,1,8,1, 
101024,1,1,3,2,1,1,2,1,2,2,1,2, ,1,1, ,1,1,1,1,3,2,29,6,3,2,2,3,9
101025,2,1,3,1,2,1,2,1,2,1,1,2,3, ,2, ,3,1,1,2,1,1,48,1,6,1,9,3,1
101030,4,2,1,2,2,2,2,1,2,2,2,2, , , , ,3,1,2,1,4,2,27,2,3,4,4,2, 
101031,2,1,3,2,2,1,2,1,2,1,1,2, , ,2, ,3,2,1,2,4,1,50,1,6,1,6,1, 
101033,1,1,2,2,1,1,1,2,2,2,1,2, ,1,1,1, ,2,1,1,4,1,23,1,6,1,2,3,1
101035,1,1,2,1,2,1,2,1,2,2,2,2,1, ,1, ,1,1,1,1,4,1,24,6,3,4,3,1, 
101036,2,1,1,2,1,1,2,1,2,1,2,2, ,1,1, ,3,1,1,2,4,2,73,5,3,2,3,1, 
101037,1,1,3,1,2,1,2,1,2,2,1,1,4, ,1, ,3,2,1,1,4,1,32,2,6,1,8,1, 
101038,2,1,1,2,2,1,2,1,2,2,2,2, , ,1, ,3,2,1,1,4,2,32,1,6,2,6,2, 
101039,4,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,4,1,66,1,7,6,3,4,9
101042,2,1,4,2,1,2,2,1,2,1,1,2, ,1, , ,1,1,1,1,4,1,31,1,6,1,6,2, 
101045,4,2,2,2,2,2,1,1,2,1,2,2, , , ,3,5,1,1,1,4,1,59,1,5,1,7,1, 
101046,2,1,3,2,1,1,2,1,1,1,1,2, ,2,3, ,4,1,1,1,4,2,36,1,6,2,7,2, 
101047,2,1,1,2,2,1,2,1,1,1,1,2, , ,1, ,3,1,1,2,4,2,66,1,6,3,9,2, 
101048,2,1,2,2,2,1,2,1,2,2,2,2, , ,3, ,1,2,2,2,4,2,48,4,3,2,1,4,8
101049,2,1,2,2,2,1,2,1,2,2,1,1, , ,2, ,1,2,1,2,4,1,56,1,6,1,6,1, 
101050,2,1,1,2,2,2,2,1,2,2,2,2, , , , ,1,2,1,2,4,1,74,3,6,3,3,2, 
101052,2,1, ,2,2,1,2,1,2,2,2,2, , ,3, ,3,2,1,2,4,1,66,1,3,5,6,1, 
101053,2,2,2,2,2,1,2,1,2,2,2,1, , ,5, ,2,1,1,2,4,1,61,1,7,1,8,2, 
101054,1,1,1,1,1,1,1,1,1,2,2,2,4,1,2,1,2,1,1,1,4,1,20,6,3,1,1,4,2
101055,2,2,3,2,2,2,2,1,1,2,2,2, , , , ,4,1,1,1,4,1,51,1,8,1,9,1, 
101058,2,1,2,1,1,2,2,1,2,1,2,1,5,1, , ,1,1,2,2,4,2,21,6,4,1,3,3,8
101060,2,1,1,1,2,1,1,1,2,2,1,1,3, ,2,1,3,1,1,1,3,1,50,1,8,3,9,2, 
101061,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,2,1,2,4,1,44,1,7,1,9,3,2
101062,2,1,1,2,2,1,2,1,2,2,2,2, , ,1, ,1,2,1,1,4,2,44,1,5,1,3,1, 
101067,1,2,2,1,2,2,2,2,2,1,1,2,2, , , , ,1,1,1,4,2,49,6,7,1,5,3,8
101068,1,1,3,2,1,1,2,1,2,2,2,8, ,1,2, ,1,2,2,1,4,1,41,1,3,1,3,3,1
101070,2,1,1,1,1,1,1,1,2,1,1,1,1,4,1,4,1,2,1,1,4,2,35,6,4,2,3,2, 
101071,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1, ,1,1,1,1,4,1,44,1,4,1,6,3,2
101072,2,1,2,2,2,1,1,1,2,2,2,2, , ,1,3,1,2,1,1,4,2,43,3,7,1,7,1, 
101073,1,1,3,2,1,1,2,1,1,2,2,2, ,1,2, ,1,1,1,1,4,1,24,1,2,4,98,1, 
101075,2,1,2,2,1,1,2,2,2,1,2,2, ,2,4, , ,1,1,1,4,2,32,1,5,3,99,3,1
101077,2,1,3,2,1,1,2,1,2,2,2,2, ,2,2, ,1,1,1,1,1,1,20,6,3,1,7,3,8
101083,1,1,1,2,2,1,2,1,1,2,2,2, , ,2, ,1,2,2,2,3,1,30,9,3,2,98,3,2
101085,2,1,2,2,2,1,2,1,2,2,2,2, , ,3, ,1,1,2,1,1,2,73,3,4,3,3,2, 
101087,3,1,1,2,1,1,2,1,1,1,2,2, ,2,5, ,2,2,2,2,3,2,58,2,5,4,6,2, 
101088,1,1,2,2,1,1,1,1,2,2,2,2, ,3,3,3,1,2,1,1,3,2,35,6,3,1,6,1, 
101090,2,1,3,2,2,1,2,1,2,1,1,2, , ,1, ,3,2,1,2,2,1,56,1,6,1,9,1, 
101094,2,1,2,2,2,1,2,1,2,2,2,2, , ,2, ,5,2,1,2,1,1,77,1,8,2,8,3,1
101095,2,1,1,2,1,1,2,1,1,2,1,2, ,1,1, ,3,1,1,2,3,2,60,1,4,5,7,3,8
101096,2,2,2,2,2,2,2,1,2,2,1,2, , , , ,3,1,1,2,3,1,52,1,6,1,8,1, 
101097,2,1,1,2,2,1,2,2,2,2,2,1, , ,1, , ,1,1,2,2,2,59,1,5,4,7,2, 
101098,1,2,2,1,2,1,2,1,2,2,2,1,5, ,5, ,1,1,1,1,4,1,33,6,8,1,6,2, 
101099,2,1,3,2,1,1,2,1,1,1,1,2, ,1,2, ,3,2,1,2,4,1,25,6,3,1,6,4,2
101100,2,2,3,2,2,2,2,1,1,2,2,2, , , , ,1,1,1,2,3,2,31,1,6,1,6,2, 
101102,2,1,2,2,2,1,2,1,2,2,1,2, , ,3, ,3,1,1,1,3,1,41,1,3,1,6,3,1
101103,1,1,4,1,2,2,2,1,1,1,1,1,3, , , ,1,1,1,1,3,1,40,1,8,1,9,3,1
101105,2,1,1,1,1,1,8,1,1,2,2,2,3,2,2, ,5,2,1,1,2,1,43,6,2,4,2,4,8
101106,2,1,1,1,1,2,2,1,1,2,1,1,2,1, , ,1,1,1,1,1,1,42,1,6,1,8,2, 
101107,2,1,1,2,2,1,2,1,2,2,2,2, , ,4, ,2,2,1,1,1,1,28,6,3,4,1,3,8
101109,2,1,3,1,1,2,2,1,1,2,1,2,1,5, , ,4,2,1,2,4,2,59,3,7,1,5,2, 
101111,2,1,1,2,1,1,1,1,2,2,2,1, ,3,1,3,2,2,1,1,1,2,25,2,5,4,1,3,1
101113,2,1,2,2,2,1,2,2,2,1,1,2, , ,1, , ,1,1,2,2,2,72,1,4,3,6,1, 
101114,1,1,2,1,1,1,2,1,2,1,1,2,2,3,3, ,2,1,1,1,2,1,32,1,6,1,9,1, 
101115,2,1,1,2,2,1,2,1,2,2,2,2, , ,2, ,3,2,2,2,3,2,22,1,3,1,2,3,1
101116,2,1,1,2,1,1,2,1,1,2,2,2, ,3,3, ,3,1,2,2,3,1,71,3,6,3,5,2, 
101119,3,1,2,1,2,1,2,1,2,1,2,2,5, ,2, ,1,1,1,2,3,2,25,6,3,1,1,3,8
101120,2,1,1,2,2,1,2,1,2,2,2,2, , ,3, ,5,1,1,2,3,2,60,5,5,6,3,1, 
101122,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,3,1,1,2,3,1,59,1,7,1,7,2, 
101124,2,1,3,1,1,1,1,1,1,1,2,1,5,1,2,2,5,1,1,1,3,1,99,1,6,1,99,5,8
101127,1,1,3,2,1,2,1,1,2,2,1,2, ,2, ,2,1,1,1,2,2,1,29,6,2,1,5,3,8
101131,2,1,2,2,1,1,1,1,2,2,2,1, ,1,1,1,1,2,1,1,2,1,30,6,4,1,2,4,8
101132,2,2,1,2,2,2,1,1,2,2,2,2, , , ,1,3,1,1,1,2,1,21,6,3,2,9,1, 
101135,2,1,2,2,2,1,2,2,2,2,2,2, , ,3, , ,1,1,2,3,1,65,1,6,3,3,2, 
101137,1,1, ,2,1,1,1,1,2,2,2,2, ,1,1,5,1,1,2,2,3,2,50,4,6,6,7,3,2
101139,2,1, ,2,2,1,2,2,2,1,2,2, , ,1, , ,1,1,2,2,2,67,3,4,3,3,2, 
101140,1,1,1,2,1,1,2,1,1,2,2,2, ,5,1, ,1,2,2,2,3,1,19,6,1,1,2,8,8
101141,2,2,1,2,2,2,2,1,1,1,2,2, , , , ,1,1,1,1,3,2,38,1,4,4,2,4,8
101143,2,1,1,2,1,1,1,1,1,1,1,2, ,1,1,5,1,1,1,1,3,1,32,2,3,1,5,2, 
101147,2,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,3,2,72,1,3,3,4,1, 
101149,1,1,1,2,1,1,1,1,2,2,2,2, ,1,1,1,1,1,1,2,2,2,18,6,3,4,3,2, 
101150,4,2, ,2,2,2,2,2,2,2,2,2, , , , , ,1,2,2,2,2,65,5,6,6,2,2, 
101151,2,1,2,2,2,1,2,1,2,2,1,2, , ,4, ,2,2,1,1,2,1,99,1,6,1,8,3,1
101152,1,1,2,2,1,1,2,1,2,2,1,1, ,5,1, ,2,1,1,1,4,1,27,1,3,1,9,4,8
101153,1,1,1,1,1,1,2,1,1,2,2,2,5,2,1, ,1,1,2,2,3,1,28,6,3,1,4,3,2
101159,2,1,2,2,2,1,2,1,2,2,1,2, , ,3, ,3,1,1,2,4,1,58,3,4,1,7,3,2
101160,2,1,1,2,1,1,2,1,1,2,2,2, ,3,3, ,3,2,1,1,4,1,25,1,6,2,2,3,1
101161,1,1,1,2,1,1,2,1,1,2,2,2, ,2,1, ,1,2,2,2,4,1,38,6,1,1,4,8,2
101163,2,1,2,2,1,1,2,1,2,1,2,2, ,2,1, ,1,1,1,2,4,2,69,3,7,3,2,2, 
101165,2,1,3,2,1,1,2,1,1,1,1,2, ,2,1, ,2,1,1,2,4,1,47,6,7,1,9,3,1
101166,3,2,1,2,2,2,2,1,2,2,2,2, , , , ,2,2,2,2,4,2,30,6,1,4,3,3,8
101167,2,1,2,2,1,1,1,1,2,1,2,1, ,5,1,3,1,2,1,1,4,1,21,6,4,2,6,3,2
101172,1,2,3,2,2,2,1,1,2,1,1,2, , , ,5,3,1,1,1,4,1,50,3,5,1,9,2, 
101173,2,1,4,2,2,1,2,1,2,1,2,2, , ,1, ,5,1,1,1,4,2,52,1,4,1,7,2, 
101175,8,1, ,2,2,1,2,1,2,9,8,8, , ,8, ,8,2,2,2,4,1,55,4,3,4,98,8,1
101179,2,1,1,2,2,1,2,1,2,1,2,2, , ,1, ,3,1,2,2,2,1,44,6,4,4,1,1, 
101180,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,3,2,1,1,3,1,25,6,6,1,9,1, 
101181,2,1,1,2,2,1,2,1,1,2,1,2, , ,3, ,3,2,1,2,3,2,51,1,8,1,9,2, 
101186,1,2,2,1,2,2,2,1,2,2,1,1,4, , , ,3,1,1,1,3,1,28,1,6,1,6,3,8
101187,2,2,1,2,2,2,2,1,2,2,2,2, , , , ,1,2,1,2,3,1,69,1,8,3,8,2, 
101190,3,1,1,1,1,1,1,1,1,2,2,2,3,1,1,1,1,2,2,2,1,2,21,6,3,2,98,3,2
101191,1,1,1,1,1,1,1,1,1,2,2,2,4,5,5,1,1,1,2,1,3,2,21,6,5,2,6,2, 
101193,1,2,3,2,2,1,2,1,1,2,1,2, , ,3, ,2,1,1,1,1,1,47,1,6,1,9,4,2
101194,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,1,1,81,1,8,3,7,2, 
101198,2,1,1,2,1,1,2,1,2,1,1,2, ,1,2, ,2,1,1,2,3,1,24,1,6,1,6,1, 
101200,1,1,3,2,1,1,1,2,2,1,2,2, ,3,1,3, ,1,1,1,3,2,35,2,4,1,6,2, 
101201,1,1,1,2,1,1,2,1,2,2,1,2, ,5,1, ,2,2,2,1,1,2,47,1,4,1,6,9,9
101202,1,1,1,1,1,2,1,1,2,2,1,1,1,1, ,1,1,1,1,2,1,1,30,6,8,1,6,2, 
101203,2,1,3,2,2,1,2,1,2,1,1,2, , ,1, ,3,1,1,2,1,2,76,1,7,1,99,2, 
101204,1,2,1,2,2,2,2,2,1,2,2,2, , , , , ,2,2,2,3,2,27,2,2,4,1,3,8
101207,2,2,4,2,2,2,2,1,2,2,2,2, , , , ,3,1,1,2,3,1,66,1,6,2,5,2, 
101208,2,1,1,2,2,1,1,1,2,1,2,2, , ,1,5,3,2,2,2,2,2,38,5,3,1,3,3,2
101209,1,1,1,2,1,1,2,2,1,1,2,2, ,1,1, , ,1,1,1,3,2,48,1,8,1,8,2, 
101210,2,1,1,2,1,1,1,1,1,2,1,1, ,1,3,1,3,1,1,1,3,1,18,6,3,4,9,2, 
101211,2,1,4,1,1,1,1,1,2,8,1,1,2,2,1,3,1,1,1,2,3,1,53,3,6,5,4,3,8
101212,3,1,1,2,2,1,2,1,1,2,2,2, , ,2, ,3,1,1,1,1,2,52,1,6,1,9,1, 
101213,2,1,1,2,1,1,2,2,1,2,2,2, ,1,1, , ,1,1,1,1,1,48,4,3,1,4,3,1
101215,2,1,1,2,2,1,2,1,2,1,2,2, , ,1, ,3,1,1,2,3,2,42,3,6,1,6,2, 
101216,1,1,1,2,1,1,2,1,2,1,1,2, ,2,1, ,2,1,1,2,1,2,25,6,4,5,98,3,8
101217,1,1,3,1,1,1,1,1,2,1,1,2,3,3,1,3,3,1,1,2,1,2,62,5,6,1,7,3,2
101218,1,1,1,2,1,1,2,1,1,1,1,2, ,1,3, ,3,1,1,2,1,1,38,6,6,1,9,2, 
101221,2,1,1,1,2,1,2,1,2,1,2,2,3, ,2, ,2,1,1,1,2,2,30,1,6,2,7,3,2
101223,1,1,2,2,2,1,2,1,1,1,1,2, , ,2, ,3,1,1,1,3,1,52,1,7,1,9,3,2
101224,1,1,2,1,2,1,2,1,2,1,1,2,3, ,3, ,4,1,1,2,3,2,62,1,8,1,9,2, 
101225,1,2,2,2,2,1,2,1,2,2,2,2, , ,3, ,1,2,1,2,3,1,64,1,6,5,7,1, 
101226,2,1,1,1,1,1,2,1,2,2,2,2,1,2,1, ,3,1,1,1,3,2,41,3,4,4,2,2, 
101227,3,2,2,2,2,2,2,1,2,2,2,2, , , , ,5,2,1,2,3,1,67,1,8,3,9,3,1
101229,1,1,2,1,2,1,2,1,2,2,1,2,3, ,1, ,1,1,1,1,2,1,71,1,6,3,8,3,2
101230,3,2,2,2,2,2,2,1,2,2,2,2, , , , ,2,1,1,2,2,1,48,1,3,1,99,1, 
101231,1,1,3,2,2,1,1,1,1,2,2,1, , ,1,1,1,2,1,1,2,1,26,6,7,7,3,3,1
101233,2,1, ,2,1,1,2,1,2,2,2,2, ,1,1, ,1,2,1,1,1,1,99,2,1,2,2,2, 
101234,1,1,1,2,1,2,1,1,2,2,2,2, ,1, ,1,3,1,1,2,3,2,18,6,3,4,1,2, 
101236,2,1,1,2,2,1,1,1,1,2,1,2, , ,3,1,1,1,1,2,1,1,54,1,7,1,8,3,2
101237,2,1,1,2,1,1,2,2,2,2,1,2, ,3,1, , ,1,1,1,2,2,42,6,6,1,5,2, 
101241,2,1,1,1,1,1,1,1,1,1,2,1,4,1,4,1,4,1,1,1,3,2,18,6,2,1,6,2, 
101242,1,1,1,1,1,2,2,1,1,1,1,2,1,3, , ,1,2,1,1,3,1,28,6,6,2,9,2, 
101243,2,1,2,2,1,1,2,1,2,1,2,2, ,3,3, ,4,2,2,1,3,2,50,6,3,1,7,1, 
101244,4,1,1,2,2,1,2,1,2,2,2,2, , ,2, ,4,2,2,1,2,1,47,2,3,1,3,1, 
101245,1,2,1,2,2,2,2,1,2,2,1,2, , , , ,1,2,1,2,1,1,22,6,4,4,7,2, 
101246,2,1,3,1,1,1,2,1,2,2,1,2,4,3,1, ,4,1,1,2,3,1,62,1,7,1,9,1, 
101251,1,1,1,2,1,1,1,1,1,1,2,2, ,1,1,1,1,1,1,1,2,2,23,2,3,1,3,8,8
101252,2,1,1,2,2,1,2,1,2,1,2,2, , ,1, ,1,1,1,2,3,2,62,1,6,2,6,1, 
101253,2,1,1,2,1,1,2,1,2,2,2,2, ,2,1, ,3,1,2,2,3,1,52,2,4,1,7,3,1
101256,2,1,3,2,2,1,2,1,2,1,1,2, , ,1, ,1,1,2,2,3,1,59,1,6,1,8,1, 
101258,1,1,2,1,1,1,2,1,2,1,1,2,5,5,1, ,1,1,1,2,3,2,51,6,6,1,4,2, 
101261,5,2, ,2,2,2,2,1,2,2,2,2, , , , ,2,2,1,2,3,1,40,1,6,1,98,2, 
101264,2,1, ,2,2,1,2,1,2,2,2,2, , ,2, ,3,1,1,2,2,1,63,1,7,3,2,3,2
101266,1,1,1,1,2,1,1,1,2,2,1,2,3, ,1,1,3,1,1,1,3,1,47,6,6,1,6,1, 
101267,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,3,1,1,1,1,2,1,33,1,6,4,4,2, 
101268,1,1,1,2,1,1,1,1,2,1,1,2, ,1,1,1,3,1,1,1,3,1,31,2,6,1,7,2, 
101269,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,2,1,19,6,3,1,6,1, 
101272,1,2,2,2,2,2,2,1,2,2,1,2, , , , ,3,1,1,1,1,1,48,1,7,1,9,2, 
101274,2,1,2,2,1,1,2,1,2,1,1,2, ,3,4, ,3,2,1,2,2,2,56,1,7,1,9,3,2
101276,1,2,2,2,2,2,2,1,2,2,1,2, , , , ,3,1,1,2,1,1,38,1,6,1,9,3,2
101279,2,1,1,2,2,2,2,1,2,2,1,2, , , , ,3,1,1,1,2,1,48,1,6,1,9,3,1
101284,1,1,1,2,1,1,2,1,2,1,2,2, ,1,1, ,1,2,1,2,3,2,28,1,3,4,4,2, 
101288,2,2,2,2,2,2,2,1,2,2,2,2, , , , ,2,1,1,2,4,1,72,1,7,3,7,3,1
101290,1,1,2,1,2,1,2,1,2,2,2,2,5, ,5, ,1,2,1,1,3,1,44,2,5,6,2,5,2
101292,1,1,1,2,1,1,2,1,2,1,2,2, ,2,1, ,3,2,1,1,2,2,44,1,6,2,6,1, 
101293,1,1,3,2,2,1,2,1,1,1,1,2, , ,1, ,3,1,1,1,4,1,33,1,5,1,9,4,8
101294,1,1,2,1,1,2,2,1,2,1,2,1,3,2, , ,3,1,1,2,4,2,56,3,6,3,2,3,2
101295,3,1,2,2,1,1,2,1,2,2,2,2, ,5,2, ,4,1,1,2,4,1,68,1,6,3,4,3,9
101297,2,2,3,2,2,2,2,1,2,2,2,2, , , , ,1,2,1,2,4,1,48,6,6,1,99,2, 
101300,1,1,2,2,2,2,2,1,1,2,2,2, , , , ,2,1,1,1,4,1,18,6,3,7,1,3,1
101302,2,1,1,2,2,1,2,1,1,2,2,2, , ,1, ,1,2,2,2,4,1,25,1,1,4,4,3,8
101303,4,1,3,1,2,1,2,2,2,2,2,1,3, ,1, , ,1,1,2,1,2,54,1,5,2,1,2, 
101305,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,4,1,53,1,7,1,9,1, 
101306,2,1,2,2,1,1,2,1,2,2,1,1, ,4,5, ,1,2,1,2,3,1,22,6,6,1,4,2, 
101308,2,1,3,2,2,1,2,1,2,2,2,2, , ,2, ,5,2,1,2,4,2,60,1,6,2,1,3,1
101312,1,1,3,2,2,1,2,2,2,2,1,2, , ,1, , ,2,1,1,4,2,41,1,7,1,8,2, 
